participant_id,test_id,test_duration,mental,physical,temporal,performance,effort,frustration,mean,mean_pupil_diameter,median_pupil_diameter,blinkrate,fixationrate,blinkrate_rel,fixationrate_rel,mean_pupil_diameter_rel,median_pupil_diameter_rel,blinkrate_var,blinkrate_std,fixationrate_var,fixationrate_std,mean_pupil_diameter_var,mean_pupil_diameter_std,median_pupil_diameter_var,median_pupil_diameter_std
20,4,58.78374100000656,50,35,35,55,40,45,43.3,37.01841476459256,37.207462310791,0.4763221857553584,0.3232074591110083,0.440770269451973,0.0033207189212091093,6.026570075102608,6.296631813049302,0.07041693947105136,0.2653619028252763,0.0017525720944612771,0.04186373244780352,3.2024376180775116,1.7895355872621006,3.987960685482219,1.9969879031887547
21,1,42.88037000002805,25,25,50,10,25,50,30.8,30.546013523679385,30.6107883453369,0.046641388588734,0.2798352992032424,0.0,0.0,0.0,0.0,0.07367996152475892,0.2714405303648645,0.000797365032019394,0.02823765273565411,0.8287880438316331,0.9103779675671161,0.9359211572546018,0.9674301821085601
21,2,41.178928999986965,25,25,25,10,25,25,22.5,31.28448102602849,31.362271308898947,0.0242842644110612,0.2185220822268223,-0.0223571241776728,-0.061313216976420115,0.7384675023491063,0.7514829635620472,0.07367996152475892,0.2714405303648645,0.000797365032019394,0.02823765273565411,0.8287880438316331,0.9103779675671161,0.9359211572546018,0.9674301821085601
21,3,112.73169699998108,85,75,75,35,65,85,70.0,32.89028977695665,32.948169708252,0.4080485012126423,0.2749841446137808,0.3614071126239083,-0.004851154589461615,2.3442762532772647,2.337381362915103,0.07367996152475892,0.2714405303648645,0.000797365032019394,0.02823765273565411,0.8287880438316331,0.9103779675671161,0.9359211572546018,0.9674301821085601
21,4,112.99279099999694,90,65,85,35,75,90,73.3,32.830620104044065,33.1151466369629,0.5487075719724605,0.2478122306548828,0.5020661833837264,-0.032023068548359596,2.284606580364681,2.504358291625998,0.07367996152475892,0.2714405303648645,0.000797365032019394,0.02823765273565411,0.8287880438316331,0.9103779675671161,0.9359211572546018,0.9674301821085601
22,1,40.333732000000055,5,5,5,0,5,5,4.2,36.999034760066536,37.0199699401855,0.0,0.3223340556095681,0.0,0.0,0.0,0.0,0.001254846366775656,0.03542381073198726,0.006312118805369915,0.0794488439523818,2.4214144913196862,1.556089486925378,2.1713465847364186,1.4735489760223168
22,2,30.86797800000022,25,5,5,10,5,5,9.2,38.52830983126365,38.5179748535156,0.0,0.2268012347512821,0.0,-0.09553282085828602,1.5292750711971124,1.4980049133300994,0.001254846366775656,0.03542381073198726,0.006312118805369915,0.0794488439523818,2.4214144913196862,1.556089486925378,2.1713465847364186,1.4735489760223168
22,3,56.460553999999775,5,5,5,5,5,5,5.0,39.10815327983839,39.0642719268799,0.0708459219156796,0.3188127582914696,0.0708459219156796,-0.0035212973180985263,2.1091185197718545,2.0443019866944,0.001254846366775656,0.03542381073198726,0.006312118805369915,0.0794488439523818,2.4214144913196862,1.556089486925378,2.1713465847364186,1.4735489760223168
22,4,57.14615999999978,5,5,5,10,5,5,5.8,41.4662647228882,41.2991523742676,0.0349979771169227,0.3849977540193529,0.0349979771169227,0.06266369840978475,4.467229962821662,4.279182434082102,0.001254846366775656,0.03542381073198726,0.006312118805369915,0.0794488439523818,2.4214144913196862,1.556089486925378,2.1713465847364186,1.4735489760223168
23,1,39.57622900000024,30,25,15,5,20,5,16.7,41.09757845265972,41.4134731292725,0.0252676928870609,0.2779156442897522,0.0,0.0,0.0,0.0,0.01539347366931006,0.1240704383377042,0.03914699808931798,0.19785600341995685,5.146894079981806,2.268676724432506,5.763556604638654,2.4007408449557097
23,2,18.107851000000664,15,20,30,15,45,40,27.5,41.08406697337615,41.0729465484619,0.0,0.5521235860184247,-0.0252676928870609,0.2742079417286725,-0.013511479283565109,-0.3405265808105966,0.01539347366931006,0.1240704383377042,0.03914699808931798,0.19785600341995685,5.146894079981806,2.268676724432506,5.763556604638654,2.4007408449557097
23,3,28.141422000000603,55,60,45,40,80,20,50.0,45.280880462388986,45.4022235870361,0.2132088421118119,0.2487048914833856,0.187941149224751,-0.02921075280636659,4.1833020097292675,3.988750457763601,0.01539347366931006,0.1240704383377042,0.03914699808931798,0.19785600341995685,5.146894079981806,2.268676724432506,5.763556604638654,2.4007408449557097
23,4,27.70787699999892,50,20,80,25,75,20,45.0,44.676043148399735,45.03583145141605,0.2165449196991972,0.1804282934658861,0.1912772268121363,-0.09748735082386609,3.578464695740017,3.6223583221435547,0.01539347366931006,0.1240704383377042,0.03914699808931798,0.19785600341995685,5.146894079981806,2.268676724432506,5.763556604638654,2.4007408449557097
24,1,34.43984099999943,50,5,5,0,50,5,19.2,42.52977988231488,39.2891540527344,0.1451806934881053,0.2612792510830332,0.0,0.0,0.0,0.0,0.04756689934517877,0.21809837079900155,0.00887342162915258,0.09419884091193788,2.366968397986135,1.5384954982014523,16.356223450698305,4.044282810424897
24,2,22.256101999999373,50,25,50,5,60,5,32.5,45.10530516246405,41.4125213623047,0.0449314978876367,0.3593246555980606,-0.1002491956004686,0.09804540451502741,2.575525280149172,2.1233673095702983,0.04756689934517877,0.21809837079900155,0.00887342162915258,0.09419884091193788,2.366968397986135,1.5384954982014523,16.356223450698305,4.044282810424897
24,3,58.50428799999645,100,5,5,50,100,5,44.2,45.54591514277486,46.39500617980955,0.444411869434281,0.1709335001507713,0.2992311759461757,-0.09034575093226188,3.0161352604599827,7.105852127075146,0.04756689934517877,0.21809837079900155,0.00887342162915258,0.09419884091193788,2.366968397986135,1.5384954982014523,16.356223450698305,4.044282810424897
24,4,118.5761829999974,100,75,5,50,100,10,56.7,47.96290086998383,49.4218978881836,0.3963696487008781,0.2637710280284228,0.2511889552127728,0.002491776945389601,5.43312098766895,10.132743835449197,0.04756689934517877,0.21809837079900155,0.00887342162915258,0.09419884091193788,2.366968397986135,1.5384954982014523,16.356223450698305,4.044282810424897
25,1,36.95841399999336,25,10,10,5,25,5,13.3,37.88636637378743,34.9748802185059,0.02705743812492,0.2975957576913138,0.0,0.0,0.0,0.0,0.030898496796525364,0.1757796825475725,0.0025143906809755963,0.05014370031195939,6.4777245486756065,2.5451374321783895,4.406323980908857,2.099124574890413
25,2,23.762040000001434,80,25,15,10,50,5,30.8,41.80037397573447,39.1338921164634,0.0,0.3367138917018829,-0.02705743812492,0.03911813401056907,3.9140076019470413,4.159011897957498,0.030898496796525364,0.1757796825475725,0.0025143906809755963,0.05014370031195939,6.4777245486756065,2.5451374321783895,4.406323980908857,2.099124574890413
25,3,71.43637800001306,65,30,50,20,75,15,42.5,46.89004626193186,43.3313261850758,0.2939678716633164,0.237994182232232,0.2669104335383964,-0.05960157545908179,9.003679888144426,8.3564459665699,0.030898496796525364,0.1757796825475725,0.0025143906809755963,0.05014370031195939,6.4777245486756065,2.5451374321783895,4.406323980908857,2.099124574890413
25,4,47.77603399999498,85,25,50,30,70,10,45.0,44.41303828674693,41.304249729114,0.3139649473625537,0.2720574273885403,0.2869075092376337,-0.025538330302773526,6.5266719129595,6.329369510608096,0.030898496796525364,0.1757796825475725,0.0025143906809755963,0.05014370031195939,6.4777245486756065,2.5451374321783895,4.406323980908857,2.099124574890413
26,1,25.323827999993227,25,25,25,10,30,15,21.7,36.01967989287425,35.84453964233395,0.0,0.2369120831697464,0.0,0.0,0.0,0.0,0.012863346124682373,0.11341669244287797,0.003765669878915435,0.061365054215859985,5.857662396916772,2.4202608117549587,4.846701748179389,2.2015225976990083
26,2,33.077923000004375,30,25,30,50,35,20,31.7,38.82857504872661,38.7066268920898,0.1209265769195808,0.3325509015255819,0.1209265769195808,0.09563881835583551,2.808895155852362,2.8620872497558523,0.012863346124682373,0.11341669244287797,0.003765669878915435,0.061365054215859985,5.857662396916772,2.4202608117549587,4.846701748179389,2.2015225976990083
26,3,52.27679800000624,80,30,25,75,65,75,58.3,43.55288819103459,42.9799613952637,0.1530315609613091,0.2486291829994742,0.1530315609613091,0.011717099829727795,7.533208298160339,7.1354217529297514,0.012863346124682373,0.11341669244287797,0.003765669878915435,0.061365054215859985,5.857662396916772,2.4202608117549587,4.846701748179389,2.2015225976990083
26,4,42.239288000011584,75,30,30,65,65,60,54.2,40.27769482390116,39.92456436157225,0.3314449807959869,0.213034458927317,0.3314449807959869,-0.023877624242429396,4.258014931026906,4.080024719238303,0.012863346124682373,0.11341669244287797,0.003765669878915435,0.061365054215859985,5.857662396916772,2.4202608117549587,4.846701748179389,2.2015225976990083
27,1,31.000108999956865,25,5,5,45,20,5,17.5,35.91002306791273,36.9715347290039,0.0,0.2257527443068963,0.0,0.0,0.0,0.0,0.030159033204129337,0.17366356325991164,0.0033148489439140823,0.0575747248705027,1.1059667148260237,1.051649520907999,1.9339755458253496,1.3906744931238761
27,2,26.37123300001258,80,10,65,25,65,25,45.0,35.94548486086577,35.1016540527344,0.0,0.2654599111921227,0.0,0.03970716688522641,0.03546179295303631,-1.8698806762694957,0.030159033204129337,0.17366356325991164,0.0033148489439140823,0.0575747248705027,1.1059667148260237,1.051649520907999,1.9339755458253496,1.3906744931238761
27,3,129.71973400004208,100,10,5,65,90,60,55.0,37.891550303192695,37.1603164672852,0.308357092375683,0.3006358251132573,0.308357092375683,0.07488308080636102,1.9815272352799624,0.18878173828129974,0.030159033204129337,0.17366356325991164,0.0033148489439140823,0.0575747248705027,1.1059667148260237,1.051649520907999,1.9339755458253496,1.3906744931238761
27,4,47.84480600000825,90,10,55,70,80,95,66.7,36.22748783222554,34.5113067626953,0.2926127446309968,0.1880924146937025,0.2926127446309968,-0.037660329613193794,0.3174647643128097,-2.460227966308601,0.030159033204129337,0.17366356325991164,0.0033148489439140823,0.0575747248705027,1.1059667148260237,1.051649520907999,1.9339755458253496,1.3906744931238761
28,1,41.64136999996845,25,10,25,35,20,70,30.8,32.928453534178324,32.85029983520505,0.1200728986583243,0.3121979222439524,0.0,0.0,0.0,0.0,0.024164506498254006,0.1554493695653154,0.003821250250567426,0.06181626202357618,1.1806941035029037,1.0865974891848884,1.0884723659692226,1.043298790361238
28,2,19.435869999986608,25,15,75,25,25,70,39.2,33.61975187091335,33.624721527099595,0.0,0.2058452750611294,-0.1200728986583243,-0.10635264718282297,0.6912983367350236,0.7744216918945455,0.024164506498254006,0.1554493695653154,0.003821250250567426,0.06181626202357618,1.1806941035029037,1.0865974891848884,1.0884723659692226,1.043298790361238
28,3,44.835928999993484,50,15,15,60,75,50,44.2,35.750811898434534,35.70405197143555,0.2230354142991316,0.2676606661867414,0.1029625156408073,-0.04453725605721098,2.8223583642562105,2.853752136230497,0.024164506498254006,0.1554493695653154,0.003821250250567426,0.06181626202357618,1.1806941035029037,1.0865974891848884,1.0884723659692226,1.043298790361238
28,4,33.434287999989465,50,15,15,30,55,60,37.5,35.05409034422274,34.815071105957,0.2990941514891285,0.3294777991041919,0.1790212528308042,0.017279876860239518,2.125636810044419,1.9647712707519531,0.024164506498254006,0.1554493695653154,0.003821250250567426,0.06181626202357618,1.1806941035029037,1.0865974891848884,1.0884723659692226,1.043298790361238
29,1,35.188239000039175,30,20,20,0,20,5,15.8,43.10018410384034,43.4026260375977,0.0568371722153465,0.3409416450249519,0.0,0.0,0.0,0.0,0.04370876873056562,0.20906642181509114,0.0021859660197068686,0.04675431551960598,8.987766673926702,2.9979604190060116,8.337748787813304,2.8875160238193143
29,2,25.58913400000893,30,25,40,0,45,5,24.2,44.12500236501648,44.3642158508301,0.0,0.3517131665007745,-0.0568371722153465,0.01077152147582261,1.0248182611761365,0.9615898132324006,0.04370876873056562,0.20906642181509114,0.0021859660197068686,0.04675431551960598,8.987766673926702,2.9979604190060116,8.337748787813304,2.8875160238193143
29,3,61.912028999999166,70,10,35,65,60,25,44.2,46.99394634163165,47.2663764953613,0.3553429011347745,0.2584143654161718,0.298505728919428,-0.08252727960878009,3.8937622377913073,3.863750457763601,0.04370876873056562,0.20906642181509114,0.0021859660197068686,0.04675431551960598,8.987766673926702,2.9979604190060116,8.337748787813304,2.8875160238193143
29,4,51.556957000051625,85,25,55,55,75,50,57.5,50.119098281463614,50.1392230987549,0.3685244650878246,0.3104857901425218,0.3116872928724781,-0.030455854882430078,7.018914177623273,6.736597061157198,0.04370876873056562,0.20906642181509114,0.0021859660197068686,0.04675431551960598,8.987766673926702,2.9979604190060116,8.337748787813304,2.8875160238193143
30,1,50.4296580000082,35,15,50,50,25,75,41.7,39.98095306561583,40.12134170532229,0.0198296010653063,0.2775684394061183,0.0,0.0,0.0,0.0,0.0032745092130832595,0.057223327525435456,0.0014247341204609765,0.03774565035154351,7.368924992185052,2.7145763927701596,7.169855544932195,2.67765859379649
30,2,21.687841999926604,20,45,50,50,25,15,34.2,41.66951835346564,42.2895251653322,0.0461087829763507,0.322759389907132,0.026279181911044402,0.04519095050101368,1.688565287849812,2.1681834600099137,0.0032745092130832595,0.057223327525435456,0.0014247341204609765,0.03774565035154351,7.368924992185052,2.7145763927701596,7.169855544932195,2.67765859379649
30,3,57.6400249999715,50,5,25,45,50,45,36.7,42.02770538562886,42.290300369262695,0.1387924450068152,0.2602360127246232,0.1189628439415089,-0.017332426681495094,2.0467523200130344,2.1689586639404084,0.0032745092130832595,0.057223327525435456,0.0014247341204609765,0.03774565035154351,7.368924992185052,2.7145763927701596,7.169855544932195,2.67765859379649
30,4,86.32394100003876,75,5,30,90,70,45,52.5,46.540152289712864,46.92775344848635,0.1505955340940025,0.2548599770326578,0.1307659330286962,-0.022708462373460525,6.559199224097036,6.8064117431640625,0.0032745092130832595,0.057223327525435456,0.0014247341204609765,0.03774565035154351,7.368924992185052,2.7145763927701596,7.169855544932195,2.67765859379649
31,1,41.64136999996845,30,10,15,25,50,10,23.3,32.928453534178324,32.85029983520505,0.1200728986583243,0.3121979222439524,0.0,0.0,0.0,0.0,0.024164506498254006,0.1554493695653154,0.003821250250567426,0.06181626202357618,1.1806941035029037,1.0865974891848884,1.0884723659692226,1.043298790361238
31,2,19.435869999986608,60,10,75,30,60,20,42.5,33.61975187091335,33.624721527099595,0.0,0.2058452750611294,-0.1200728986583243,-0.10635264718282297,0.6912983367350236,0.7744216918945455,0.024164506498254006,0.1554493695653154,0.003821250250567426,0.06181626202357618,1.1806941035029037,1.0865974891848884,1.0884723659692226,1.043298790361238
31,3,44.835928999993484,50,10,30,50,55,45,40.0,35.750811898434534,35.70405197143555,0.2230354142991316,0.2676606661867414,0.1029625156408073,-0.04453725605721098,2.8223583642562105,2.853752136230497,0.024164506498254006,0.1554493695653154,0.003821250250567426,0.06181626202357618,1.1806941035029037,1.0865974891848884,1.0884723659692226,1.043298790361238
31,4,33.434287999989465,75,10,90,75,85,40,62.5,35.05409034422274,34.815071105957,0.2990941514891285,0.3294777991041919,0.1790212528308042,0.017279876860239518,2.125636810044419,1.9647712707519531,0.024164506498254006,0.1554493695653154,0.003821250250567426,0.06181626202357618,1.1806941035029037,1.0865974891848884,1.0884723659692226,1.043298790361238
32,1,75.81597900006454,15,10,10,0,95,5,22.5,38.49748443353263,38.457202911377,0.0263796633160708,0.1055247913416881,0.0,0.0,0.0,0.0,0.018938216245706477,0.13761619180062526,0.002758608925424335,0.05252246115162859,5.824899893589744,2.413482938325801,6.318659213270942,2.5136943356882
32,2,31.375676000025123,20,30,25,5,95,5,30.0,40.82551031376949,40.89111328125,0.0,0.2231065670746856,-0.0263796633160708,0.1175817757329975,2.328025880236865,2.433910369872997,0.018938216245706477,0.13761619180062526,0.002758608925424335,0.05252246115162859,5.824899893589744,2.413482938325801,6.318659213270942,2.5136943356882
32,3,88.67594099999405,80,70,50,60,95,85,73.3,41.39709198619918,41.2886562347412,0.1691552390743844,0.3270129141795842,0.1427755757583136,0.22148812283789612,2.899607552666552,2.831453323364194,0.018938216245706477,0.13761619180062526,0.002758608925424335,0.05252246115162859,5.824899893589744,2.413482938325801,6.318659213270942,2.5136943356882
32,4,91.70757500000764,95,60,95,80,75,100,84.2,45.2621649726815,45.430097579956055,0.2726056162754049,0.261701969489694,0.2462259529593341,0.15617717814800589,6.76468053914887,6.972894668579052,0.018938216245706477,0.13761619180062526,0.002758608925424335,0.05252246115162859,5.824899893589744,2.413482938325801,6.318659213270942,2.5136943356882
33,1,27.01208799995948,25,10,5,0,30,5,12.5,30.919966828682373,30.99506850619175,0.0,0.3331353583921248,0.0,0.0,0.0,0.0,0.0019858330239071677,0.04456268645298629,6.9773769785228e-05,0.008353069482844495,1.078411637040066,1.0384660018700977,0.8874870916334077,0.9420653329962884
33,2,25.192940999986604,35,30,60,45,50,55,45.8,34.01267790386806,34.578556060791,0.0793873172648268,0.2777980118359319,0.0793873172648268,-0.055337346556192935,3.0927110751856866,3.5834875545992517,0.0019858330239071677,0.04456268645298629,6.9773769785228e-05,0.008353069482844495,1.078411637040066,1.0384660018700977,0.8874870916334077,0.9420653329962884
33,3,34.34696300001815,55,15,5,50,30,15,28.3,34.10493152207591,34.26020050048825,0.0873439669177858,0.2620364248096304,0.0873439669177858,-0.07109893358249442,3.1849646933935354,3.265131994296503,0.0019858330239071677,0.04456268645298629,6.9773769785228e-05,0.008353069482844495,1.078411637040066,1.0384660018700977,0.8874870916334077,0.9420653329962884
33,4,43.683851000037976,55,50,75,70,55,55,60.0,35.85570534004235,36.0276222229004,0.160242282668575,0.2747131113746462,0.160242282668575,-0.05842224701747861,4.935738511359975,5.032553716708648,0.0019858330239071677,0.04456268645298629,6.9773769785228e-05,0.008353069482844495,1.078411637040066,1.0384660018700977,0.8874870916334077,0.9420653329962884
34,1,33.2918569999747,5,5,5,25,5,5,8.3,26.84956429698332,26.750789642334,0.0,0.2102341977421239,0.0,0.0,0.0,0.0,0.006017831292223426,0.07757468203108167,0.00022484913555961562,0.014994970342071891,3.3646176765907425,1.8342894200727273,2.8921293576249707,1.7006261663354973
34,2,29.632373000029474,15,20,80,40,35,40,38.3,28.173170613926565,28.2951946258545,0.0,0.303671069435392,0.0,0.09343687169326811,1.3236063169432448,1.5444049835205007,0.006017831292223426,0.07757468203108167,0.00022484913555961562,0.014994970342071891,3.3646176765907425,1.8342894200727273,2.8921293576249707,1.7006261663354973
34,3,24.64557900000364,5,5,5,95,5,30,24.2,27.07440966873634,27.1056213378906,0.0,0.2840685202487407,0.0,0.07383432250661678,0.22484537175301966,0.35483169555660155,0.006017831292223426,0.07757468203108167,0.00022484913555961562,0.014994970342071891,3.3646176765907425,1.8342894200727273,2.8921293576249707,1.7006261663354973
34,4,44.65505400008988,45,5,60,30,45,35,36.7,30.655026905222677,30.459950447082495,0.1343632906588339,0.3135256452616624,0.1343632906588339,0.10329144751953848,3.805462608239356,3.709160804748496,0.006017831292223426,0.07757468203108167,0.00022484913555961562,0.014994970342071891,3.3646176765907425,1.8342894200727273,2.8921293576249707,1.7006261663354973
35,1,29.507894000038505,25,5,30,25,20,25,21.7,35.081415515774644,35.0379371643066,0.033889236554757,0.3388005981116607,0.0,0.0,0.0,0.0,0.013045634061306129,0.11421748579489101,0.0012933775069615791,0.03596355804090551,1.2578871522687267,1.1215556839803928,1.2629406541285333,1.1238063241184102
35,2,29.523863999987952,35,5,25,40,30,15,25.0,35.87295925788675,35.7455253601074,0.0,0.4064511038563942,-0.033889236554757,0.06765050574473352,0.7915437421121041,0.7075881958008026,0.013045634061306129,0.11421748579489101,0.0012933775069615791,0.03596355804090551,1.2578871522687267,1.1215556839803928,1.2629406541285333,1.1238063241184102
35,3,48.64602600003127,65,5,20,35,60,30,35.8,36.37631547173615,36.1877403259277,0.2261233014181452,0.3494641748033281,0.1922340648633882,0.010663576691667398,1.2948999559615046,1.1498031616211009,0.013045634061306129,0.11421748579489101,0.0012933775069615791,0.03596355804090551,1.2578871522687267,1.1215556839803928,1.2629406541285333,1.1238063241184102
35,4,35.298818000010215,85,5,65,85,75,80,65.8,38.01768671659565,37.8750762939453,0.08498868149067,0.3399510614950923,0.051099444935913,0.0011504633834316103,2.936271200821004,2.8371391296387003,0.013045634061306129,0.11421748579489101,0.0012933775069615791,0.03596355804090551,1.2578871522687267,1.1215556839803928,1.2629406541285333,1.1238063241184102
36,1,30.918845999985933,25,15,15,25,35,35,25.0,38.254205183619575,38.1946398752434,0.0,0.1940567594674096,0.0,0.0,0.0,0.0,0.010576580481006003,0.10284250328053086,0.003399152929811514,0.05830225492904639,2.3625995831288336,1.5370750089468093,2.3407824111574707,1.5299615717910926
36,2,25.062837000004947,35,25,10,15,50,15,25.0,41.9142013489413,41.9037742614746,0.0,0.3191033769492057,0.0,0.1250466174817961,3.659996165321722,3.7091343862311987,0.010576580481006003,0.10284250328053086,0.003399152929811514,0.05830225492904639,2.3625995831288336,1.5370750089468093,2.3407824111574707,1.5299615717910926
36,3,70.76421299995854,100,15,35,15,85,50,50.0,44.52977573057908,44.4504856962192,0.1271829307280683,0.2119606692565667,0.1271829307280683,0.017903909789157096,6.275570546959507,6.255845820975793,0.010576580481006003,0.10284250328053086,0.003399152929811514,0.05830225492904639,2.3625995831288336,1.5370750089468093,2.3407824111574707,1.5299615717910926
36,4,58.94351299997652,90,15,85,25,95,75,64.2,44.620872645030026,44.646157849439646,0.2035847439226226,0.3053790923884915,0.2035847439226226,0.11132233292108187,6.366667461410451,6.451517974196243,0.010576580481006003,0.10284250328053086,0.003399152929811514,0.05830225492904639,2.3625995831288336,1.5370750089468093,2.3407824111574707,1.5299615717910926
37,1,16.75169399997685,10,10,25,5,20,5,12.5,31.443278406741545,31.50541019439695,0.0596954552776203,0.1193761201023584,0.0,0.0,0.0,0.0,0.004961307081271041,0.07043654648881531,0.01954665809684793,0.13980936340906475,0.056511722390415686,0.2377219434347946,0.30904891283118574,0.5559216786843141
37,2,11.25620699999854,40,15,30,10,30,10,22.5,32.741573101307246,31.83304308222995,0.0,0.0,-0.0596954552776203,-0.1193761201023584,1.2982946945657012,0.3276328878329977,0.004961307081271041,0.07043654648881531,0.01954665809684793,0.13980936340906475,0.056511722390415686,0.2377219434347946,0.30904891283118574,0.5559216786843141
37,3,35.98843599995598,40,20,20,15,20,5,20.0,32.44097724883579,32.6038627624512,0.0555734069689065,0.2778717756241285,-0.004122048308713801,0.1584956555217701,0.9976988420942483,1.098452568054249,0.004961307081271041,0.07043654648881531,0.01954665809684793,0.13980936340906475,0.056511722390415686,0.2377219434347946,0.30904891283118574,0.5559216786843141
37,4,71.48366800002987,60,20,50,10,35,10,30.8,32.91028421456565,32.91237258911135,0.1398920939534862,0.1119093911067147,0.0801966386758659,-0.007466728995643698,1.4670058078241048,1.406962394714398,0.004961307081271041,0.07043654648881531,0.01954665809684793,0.13980936340906475,0.056511722390415686,0.2377219434347946,0.30904891283118574,0.5559216786843141
38,1,57.46745100000408,50,5,5,0,25,5,15.0,26.72047601802728,26.6483535766602,0.0174011546118502,0.1914120312414355,0.0,0.0,0.0,0.0,0.010416841877603871,0.10206293096714336,0.002120889689408355,0.046053118129051315,0.22108817627273064,0.4702001449093042,0.09957108089993476,0.31554885659741305
38,2,28.54990500002168,50,25,50,10,50,5,31.7,27.719569802605125,27.8827496988634,0.0,0.2101359053965124,-0.0174011546118502,0.018723874155076897,0.9990937845778447,1.2343961222032007,0.010416841877603871,0.10206293096714336,0.002120889689408355,0.046053118129051315,0.22108817627273064,0.4702001449093042,0.09957108089993476,0.31554885659741305
38,3,102.84801600000355,75,25,25,25,50,50,41.7,27.550580062863546,27.5869666727052,0.1944616996792559,0.2625234923887286,0.17706054506740568,0.07111146114729308,0.8301040448362649,0.9386130960449997,0.010416841877603871,0.10206293096714336,0.002120889689408355,0.046053118129051315,0.22108817627273064,0.4702001449093042,0.09957108089993476,0.31554885659741305
38,4,79.48052999994252,75,25,15,15,50,50,38.3,28.436228088950266,28.21765995025635,0.1509803721742756,0.3019370507297035,0.13357921756242538,0.11052501948826801,1.715752070922985,1.5693063735961523,0.010416841877603871,0.10206293096714336,0.002120889689408355,0.046053118129051315,0.22108817627273064,0.4702001449093042,0.09957108089993476,0.31554885659741305
39,1,32.03911100002006,5,10,5,0,5,5,5.0,28.983968906436303,28.9920436789878,0.0,0.3744923229926123,0.0,0.0,0.0,0.0,0.02279103436213284,0.15096699759262897,0.0004599564488024599,0.02144659527296722,4.819347323315386,2.195301191935946,4.8594803501514985,2.204422906375158
39,2,47.23850300000049,5,10,35,65,5,5,20.8,28.068448340335188,28.0333722508216,0.0211691721052208,0.3386856783636383,0.0211691721052208,-0.03580664462897404,-0.9155205661011152,-0.9586714281662019,0.02279103436213284,0.15096699759262897,0.0004599564488024599,0.02144659527296722,4.819347323315386,2.195301191935946,4.8594803501514985,2.204422906375158
39,3,59.93604599998798,30,5,10,30,40,5,20.0,32.22040693732017,32.1882629394531,0.3003201112065952,0.3003000523043196,0.3003201112065952,-0.0741922706882927,3.2364380308838676,3.196219260465295,0.02279103436213284,0.15096699759262897,0.0004599564488024599,0.02144659527296722,4.819347323315386,2.195301191935946,4.8594803501514985,2.204422906375158
39,4,32.7335290000774,20,10,10,5,10,5,10.0,31.38094364221705,31.3879642486572,0.0610994311061074,0.3360692681534388,0.0610994311061074,-0.03842305483917352,2.3969747357807485,2.3959205696694,0.02279103436213284,0.15096699759262897,0.0004599564488024599,0.02144659527296722,4.819347323315386,2.195301191935946,4.8594803501514985,2.204422906375158
40,1,45.9195400000317,35,25,50,5,25,10,25.0,31.76688073922774,31.7721214294434,0.0217772216359159,0.2831166561712057,0.0,0.0,0.0,0.0,0.16124504799655598,0.40155329409252266,0.0026585275292611687,0.05156091086531704,8.680076471828452,2.946196950617601,9.70859212378988,3.115861377498986
40,2,40.61972300009802,55,35,75,20,50,30,44.2,33.437913147003606,33.2792587280273,0.0492371649111239,0.3200102048790298,0.027459943275208,0.03689354870782413,1.671032407775865,1.5071372985839027,0.16124504799655598,0.40155329409252266,0.0026585275292611687,0.05156091086531704,8.680076471828452,2.946196950617601,9.70859212378988,3.115861377498986
40,3,100.53204499999993,85,75,55,70,80,20,64.2,37.93845020104739,37.92292022705075,0.8057132429764068,0.2685606558787548,0.7839360213404909,-0.01455600029245091,6.171569461819647,6.150798797607354,0.16124504799655598,0.40155329409252266,0.0026585275292611687,0.05156091086531704,8.680076471828452,2.946196950617601,9.70859212378988,3.115861377498986
40,4,96.82008800003678,85,45,95,75,75,25,66.7,38.98197949483502,39.20012855529785,0.6610198495169276,0.2168884632643165,0.6392426278810117,-0.0662281929068892,7.215098755607276,7.428007125854453,0.16124504799655598,0.40155329409252266,0.0026585275292611687,0.05156091086531704,8.680076471828452,2.946196950617601,9.70859212378988,3.115861377498986
41,1,71.82418400002643,20,5,20,5,20,5,12.5,28.904500805969388,29.0213675750654,0.0,0.3341611595919492,0.0,0.0,0.0,0.0,0.0001772451809707519,0.013313345972021905,0.0014364957872850645,0.03790113174148055,0.8773138045406997,0.9366503107033595,0.8850207033829299,0.9407553897708638
41,2,62.70812299998943,15,5,15,5,25,5,11.7,29.23106443181091,29.2870639113303,0.0,0.2711062148618165,0.0,-0.06305494473013268,0.32656362584152276,0.26569633626489875,0.0001772451809707519,0.013313345972021905,0.0014364957872850645,0.03790113174148055,0.8773138045406997,0.9366503107033595,0.8850207033829299,0.9407553897708638
41,3,118.88899299991316,90,90,90,5,90,25,65.0,31.049298061332284,31.1111869812012,0.0,0.23551754066928,0.0,-0.09864361892266921,2.144797255362896,2.089819406135799,0.0001772451809707519,0.013313345972021905,0.0014364957872850645,0.03790113174148055,0.8773138045406997,0.9366503107033595,0.8850207033829299,0.9407553897708638
41,4,86.73255700001027,90,90,90,10,90,25,65.8,30.53064413210651,30.5984916687012,0.0230593916422844,0.3112736933320771,0.0230593916422844,-0.02288746625987209,1.6261433261371216,1.577124093635799,0.0001772451809707519,0.013313345972021905,0.0014364957872850645,0.03790113174148055,0.8773138045406997,0.9366503107033595,0.8850207033829299,0.9407553897708638
